t,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1
0,2.0000E-5,2.9281E-6,4.2743E-7,6.2190E-8,9.0150E-9,1.3013E-9,1.8695E-10,2.6710E-11,3.7914E-12,5.3409E-13,7.4548E-14,1.0289E-14,1.4002E-15,1.8713E-16,2.4409E-17,3.0769E-18,3.6835E-19,4.0409E-20,3.6990E-21,1.7924E-22,-3.28E-23,-1.44E-23,-3.66E-24,-7.87E-25,-1.56E-25,-2.93E-26,-5.34E-27,-9.51E-28,-1.66E-28,-2.87E-29,-4.89E-30,-8.26E-31,-1.38E-31,-2.31E-32,-3.82E-33,-6.31E-34,-1.04E-34,-1.70E-35,-2.77E-36,-4.50E-37,-7.30E-38,-1.18E-38,-1.91E-39,-3.08E-40,-4.95E-41,-7.95E-42,-1.28E-42,-2.04E-43,-3.27E-44,-5.22E-45,-8.33E-46,-1.33E-46,-2.11E-47,-3.36E-48,-5.34E-49,-8.48E-50,-1.35E-50,-2.13E-51,-3.38E-52,-5.36E-53,-8.48E-54,-1.34E-54,-2.12E-55,-3.35E-56,-5.28E-57,-8.34E-58,-1.32E-58,-2.07E-59,-3.27E-60,-5.15E-61,-8.10E-62,-1.28E-62,-2.01E-63,-3.16E-64,-4.96E-65,-7.80E-66,-1.23E-66,-1.92E-67,-3.02E-68,-4.74E-69,-7.44E-70,-1.17E-70,-1.83E-71,-2.87E-72,-4.50E-73,-7.06E-74,-1.11E-74,-1.73E-75,-2.71E-76,-4.25E-77,-6.65E-78,-1.04E-78,-1.63E-79,-2.55E-80,-3.99E-81,-6.24E-82,-9.75E-83,-1.52E-83,-2.39E-84,-3.82E-85,-1.16E-85
0.01,0.095164,0.077016,0.061409,0.048238,0.037337,0.028487,0.021436,0.015919,0.011676,0.0084642,0.0060698,0.0043089,0.0030303,0.0021126,0.001461,0.0010029,6.8370E-4,4.6312E-4,3.1184E-4,2.0882E-4,1.3912E-4,9.2247E-5,6.0894E-5,4.0031E-5,2.6214E-5,1.7104E-5,1.1122E-5,7.2095E-6,4.6593E-6,3.0027E-6,1.9300E-6,1.2374E-6,7.9153E-7,5.0518E-7,3.2174E-7,2.0451E-7,1.2974E-7,8.2163E-8,5.1944E-8,3.2786E-8,2.0662E-8,1.3002E-8,8.1703E-9,5.1273E-9,3.2135E-9,2.0115E-9,1.2577E-9,7.8546E-10,4.9001E-10,3.0538E-10,1.9012E-10,1.1826E-10,7.3485E-11,4.5624E-11,2.8302E-11,1.7542E-11,1.0864E-11,6.7231E-12,4.1574E-12,2.5690E-12,1.5864E-12,9.7895E-13,6.0371E-13,3.7206E-13,2.2916E-13,1.4106E-13,8.6782E-14,5.3359E-14,3.2790E-14,2.0140E-14,1.2364E-14,7.5860E-15,4.6524E-15,2.8519E-15,1.7474E-15,1.0702E-15,6.5513E-16,4.0088E-16,2.4520E-16,1.4992E-16,9.1628E-17,5.5979E-17,3.4187E-17,2.0871E-17,1.2737E-17,7.7701E-18,4.7386E-18,2.8888E-18,1.7606E-18,1.0726E-18,6.5331E-19,3.9780E-19,2.4216E-19,1.4739E-19,8.9735E-20,5.4700E-20,3.3486E-20,2.0770E-20,1.3378E-20,9.5054E-21,8.2806E-21
0.02,0.18127,0.15885,0.13823,0.11942,0.10241,0.087154,0.073592,0.061643,0.051212,0.042192,0.034468,0.027919,0.022423,0.017857,0.014103,0.011048,0.0085855,0.0066208,0.0050677,0.0038511,0.0029065,0.0021791,0.0016236,0.0012024,8.8542E-4,6.4849E-4,4.7253E-4,3.4265E-4,2.4733E-4,1.7776E-4,1.2723E-4,9.0721E-5,6.4453E-5,4.5635E-5,3.2208E-5,2.2664E-5,1.5903E-5,1.1130E-5,7.7701E-6,5.4122E-6,3.7618E-6,2.6096E-6,1.8069E-6,1.2490E-6,8.6205E-7,5.9411E-7,4.0891E-7,2.8110E-7,1.9302E-7,1.3241E-7,9.0752E-8,6.2148E-8,4.2528E-8,2.9083E-8,1.9878E-8,1.3579E-8,9.2718E-9,6.3286E-9,4.3182E-9,2.9456E-9,2.0089E-9,1.3698E-9,9.3388E-10,6.3662E-10,4.3395E-10,2.9578E-10,2.0161E-10,1.3741E-10,9.3664E-11,6.3845E-11,4.3522E-11,2.9670E-11,2.0228E-11,1.3793E-11,9.4053E-12,6.4142E-12,4.3747E-12,2.9841E-12,2.0357E-12,1.3889E-12,9.4773E-13,6.4675E-13,4.4140E-13,3.0129E-13,2.0567E-13,1.4041E-13,9.5869E-14,6.5463E-14,4.4705E-14,3.0533E-14,2.0856E-14,1.4249E-14,9.7381E-15,6.6600E-15,4.5620E-15,3.1361E-15,2.1738E-15,1.5354E-15,1.1301E-15,9.0307E-16,8.2861E-16
0.03,0.25918,0.23497,0.21205,0.19046,0.17025,0.15143,0.13401,0.11797,0.1033,0.089955,0.077893,0.067059,0.057393,0.048828,0.041291,0.034706,0.028995,0.024078,0.019875,0.016309,0.013305,0.010792,0.0087058,0.0069845,0.0055741,0.0044258,0.0034967,0.0027494,0.0021519,0.0016768,0.001301,0.0010052,7.7367E-4,5.9319E-4,4.5315E-4,3.4497E-4,2.6173E-4,1.9794E-4,1.4924E-4,1.1218E-4,8.4092E-5,6.2864E-5,4.6872E-5,3.4861E-5,2.5866E-5,1.9148E-5,1.4143E-5,1.0425E-5,7.6683E-6,5.6298E-6,4.1254E-6,3.0177E-6,2.2036E-6,1.6064E-6,1.1692E-6,8.4974E-7,6.1664E-7,4.4685E-7,3.2337E-7,2.3371E-7,1.6869E-7,1.2162E-7,8.7577E-8,6.2993E-8,4.5261E-8,3.2487E-8,2.3294E-8,1.6687E-8,1.1942E-8,8.5389E-9,6.1001E-9,4.3542E-9,3.1055E-9,2.2131E-9,1.5759E-9,1.1214E-9,7.9739E-10,5.6661E-10,4.0235E-10,2.8552E-10,2.0249E-10,1.4351E-10,1.0166E-10,7.1966E-11,5.0919E-11,3.6008E-11,2.5450E-11,1.7979E-11,1.2695E-11,8.9595E-12,6.3209E-12,4.4582E-12,3.1441E-12,2.2183E-12,1.5674E-12,1.1117E-12,7.9542E-13,5.8030E-13,4.4082E-13,3.6148E-13,3.3524E-13
0.04,0.32968,0.30486,0.28094,0.258,0.23608,0.21523,0.1955,0.1769,0.15945,0.14315,0.128,0.11399,0.10108,0.089258,0.078473,0.068688,0.059854,0.05192,0.044831,0.038532,0.032964,0.028069,0.023791,0.020071,0.016854,0.014089,0.011724,0.009712,0.0080102,0.0065781,0.0053792,0.0043805,0.0035527,0.00287,0.0023095,0.0018514,0.0014787,0.0011769,9.3339E-4,7.3778E-4,5.8125E-4,4.5648E-4,3.5738E-4,2.7896E-4,2.1712E-4,1.6851E-4,1.3043E-4,1.0068E-4,7.7525E-5,5.9545E-5,4.5625E-5,3.4877E-5,2.6602E-5,2.0245E-5,1.5375E-5,1.1652E-5,8.8131E-6,6.6530E-6,5.0129E-6,3.7703E-6,2.8307E-6,2.1216E-6,1.5875E-6,1.1860E-6,8.8459E-7,6.5880E-7,4.8992E-7,3.6381E-7,2.6979E-7,1.9979E-7,1.4776E-7,1.0914E-7,8.0515E-8,5.9326E-8,4.3661E-8,3.2096E-8,2.3568E-8,1.7287E-8,1.2667E-8,9.2718E-9,6.7799E-9,4.9530E-9,3.6148E-9,2.6358E-9,1.9202E-9,1.3976E-9,1.0164E-9,7.3856E-10,5.3624E-10,3.8906E-10,2.8208E-10,2.0441E-10,1.4809E-10,1.0733E-10,7.7907E-11,5.6784E-11,4.1779E-11,3.1356E-11,2.4479E-11,2.0518E-11,1.9200E-11
0.05,0.39347,0.36876,0.34466,0.32123,0.29855,0.27667,0.25564,0.2355,0.21628,0.19802,0.18073,0.16442,0.1491,0.13477,0.12141,0.10901,0.097539,0.086976,0.077286,0.068431,0.060372,0.053066,0.046472,0.040544,0.035237,0.030507,0.026311,0.022603,0.019342,0.016488,0.014,0.011842,0.0099789,0.0083771,0.0070063,0.0058384,0.0048478,0.0040112,0.0033075,0.0027181,0.0022265,0.001818,0.0014798,0.0012009,9.7176E-4,7.8411E-4,6.3096E-4,5.0638E-4,4.0537E-4,3.2370E-4,2.5787E-4,2.0495E-4,1.6254E-4,1.2863E-4,1.0158E-4,8.0064E-5,6.2986E-5,4.9460E-5,3.8771E-5,3.0342E-5,2.3706E-5,1.8494E-5,1.4406E-5,1.1206E-5,8.7051E-6,6.7536E-6,5.2331E-6,4.0501E-6,3.1311E-6,2.4180E-6,1.8654E-6,1.4377E-6,1.1070E-6,8.5165E-7,6.5465E-7,5.0281E-7,3.8590E-7,2.9596E-7,2.2683E-7,1.7374E-7,1.3299E-7,1.0174E-7,7.7789E-8,5.9448E-8,4.5409E-8,3.4670E-8,2.6460E-8,2.0187E-8,1.5396E-8,1.1739E-8,8.9507E-9,6.8256E-9,5.2084E-9,3.9802E-9,3.0511E-9,2.3531E-9,1.8358E-9,1.4626E-9,1.2086E-9,1.0590E-9,1.0086E-9
0.06,0.45119,0.42703,0.40325,0.37992,0.3571,0.33485,0.31322,0.29227,0.27204,0.25257,0.23389,0.21603,0.19901,0.18284,0.16754,0.1531,0.13952,0.12679,0.11489,0.10381,0.093524,0.084002,0.075219,0.067145,0.059748,0.052995,0.046852,0.041286,0.036261,0.031742,0.027694,0.024082,0.020872,0.018031,0.015527,0.013327,0.011403,0.0097268,0.0082716,0.0070132,0.0059288,0.0049979,0.0042015,0.0035224,0.0029453,0.0024564,0.0020436,0.001696,0.0014043,0.0011601,9.5626E-4,7.8655E-4,6.4563E-4,5.2889E-4,4.3243E-4,3.5290E-4,2.8747E-4,2.3377E-4,1.8978E-4,1.5381E-4,1.2447E-4,1.0057E-4,8.1137E-5,6.5367E-5,5.2591E-5,4.2255E-5,3.3907E-5,2.7175E-5,2.1753E-5,1.7393E-5,1.3891E-5,1.1083E-5,8.8327E-6,7.0324E-6,5.5935E-6,4.4448E-6,3.5289E-6,2.7991E-6,2.2184E-6,1.7568E-6,1.3900E-6,1.0990E-6,8.6828E-7,6.8549E-7,5.4081E-7,4.2638E-7,3.3595E-7,2.6455E-7,2.0822E-7,1.6382E-7,1.2886E-7,1.0137E-7,7.9802E-8,6.2929E-8,4.9795E-8,3.9661E-8,3.1965E-8,2.6295E-8,2.2369E-8,2.0029E-8,1.9236E-8
0.07,0.50341,0.48008,0.45696,0.43411,0.41158,0.38944,0.36773,0.34651,0.32582,0.30572,0.28623,0.26739,0.24923,0.23179,0.21506,0.19909,0.18386,0.1694,0.1557,0.14275,0.13056,0.11911,0.10838,0.098371,0.089049,0.080396,0.072389,0.065003,0.058211,0.051985,0.046295,0.041114,0.036411,0.032155,0.028318,0.024869,0.02178,0.019022,0.016568,0.014392,0.012468,0.010773,0.0092841,0.0079805,0.0068426,0.0058525,0.0049935,0.0042504,0.0036094,0.0030581,0.0025852,0.0021806,0.0018354,0.0015417,0.0012923,0.001081,9.0259E-4,7.5216E-4,6.2565E-4,5.1947E-4,4.3056E-4,3.5625E-4,2.9427E-4,2.4268E-4,1.9982E-4,1.6428E-4,1.3485E-4,1.1053E-4,9.0471E-5,7.3948E-5,6.0361E-5,4.9206E-5,4.0061E-5,3.2574E-5,2.6455E-5,2.1460E-5,1.7388E-5,1.4072E-5,1.1377E-5,9.1877E-6,7.4122E-6,5.9738E-6,4.8098E-6,3.8689E-6,3.1093E-6,2.4965E-6,2.0029E-6,1.6056E-6,1.2862E-6,1.0298E-6,8.2422E-7,6.5971E-7,5.2838E-7,4.2394E-7,3.4137E-7,2.7673E-7,2.2699E-7,1.8993E-7,1.6404E-7,1.4851E-7,1.4323E-7
0.08,0.55067,0.52833,0.50606,0.48392,0.46195,0.44022,0.41876,0.39764,0.37689,0.35656,0.3367,0.31733,0.2985,0.28024,0.26258,0.24553,0.22912,0.21337,0.19829,0.18388,0.17016,0.15712,0.14476,0.13308,0.12207,0.11172,0.10202,0.092941,0.084476,0.076602,0.069299,0.062542,0.05631,0.050576,0.045317,0.040506,0.036118,0.032126,0.028507,0.025233,0.022281,0.019627,0.017248,0.01512,0.013224,0.011538,0.010044,0.008723,0.0075585,0.0065348,0.0056371,0.0048521,0.0041675,0.0035718,0.0030549,0.0026074,0.002221,0.0018882,0.0016021,0.0013567,0.0011468,9.6760E-4,8.1494E-4,6.8516E-4,5.7505E-4,4.8183E-4,4.0306E-4,3.3663E-4,2.8070E-4,2.3370E-4,1.9428E-4,1.6127E-4,1.3368E-4,1.1065E-4,9.1464E-5,7.5503E-5,6.2245E-5,5.1250E-5,4.2144E-5,3.4613E-5,2.8395E-5,2.3266E-5,1.9042E-5,1.5568E-5,1.2714E-5,1.0372E-5,8.4538E-6,6.8839E-6,5.6011E-6,4.5543E-6,3.7018E-6,3.0089E-6,2.4474E-6,1.9944E-6,1.6314E-6,1.3435E-6,1.1196E-6,9.5108E-7,8.3247E-7,7.6094E-7,7.3656E-7
